,
"CS 206","jbongard"
"CSYS/CS 302","meppstei"
"CSYS/MATH 266","cdanforth"
"CSYS/MATH 303","pdodds"
"ME 295","ydubief"
"PA 306","azia"
"PA 317","ckoliba"
"PHYS 265","jyang"
