"The Geography of Happiness","http://news.discovery.com/tech/gear-and-gadgets/twitter-maps-happiness-130530.htm","1"
"The Geography of Happiness","http://live.wsj.com/video/where-are-the-happiest-tweeters/954E8977-2C87-4E7A-A627-8D8F44710E51.html","2"
"The Geography of Happiness","http://news.nationalgeographic.com/news/2013/05/130529-saddest-happiest-states-twitter-texas-maine-hawaii-california/","1"
"The Geography of Happiness","http://www.cbsnews.com/8301-205_162-57586920/tweets-may-show-way-to-saddest-city-in-the-u.s/","1"
"hedonometer.org","http://newswatch.nationalgeographic.com/2011/12/29/measuring-happiness-tweet-by-tweet/","0"
"Languages are biased happy","http://www.theatlantic.com/health/archive/2012/01/study-of-the-day-english-is-an-overwhelmingly-positive-language/251607/","1"
"Languages are biased happy","http://passeurdesciences.blog.lemonde.fr/2012/01/18/anglais-une-langue-qui-positive/","1"
"The Geography of Happiness","https://www.youtube.com/watch?v=wHbUxvN-eHs#t=0m46s","1"
"The Geography of Happiness","http://www.youtube.com/watch?v=QmMZ3L2zq5Q","2"
"The Geography of Happiness","http://www.youtube.com/watch?v=aOrH0owGoIE","1"
"Languages are biased happy","http://www.wired.com/wiredscience/2011/12/science-graphics/?pid=2614","1"
"hedonometer.org","http://www.lemonde.fr/economie/article/2013/05/31/pics-de-bonheur_3421608_3234.html","0"
"hedonometer.org","http://www.dailymail.co.uk/news/article-2077631/Is-Twitter-making-depressed-Study-tweets-reveals-63m-users-unhappy.html","0"
"hedonometer.org","http://techland.time.com/2011/12/22/science-proves-twitter-really-has-become-more-sad-since-2009/","1"
"hedonometer.org","http://usatoday30.usatoday.com/tech/news/story/2011-12-21/twitter-happiness/52142508/1","1"
"hedonometer.org","http://www.sfgate.com/news/article/Happiness-Is-On-The-Decline-Says-Twitter-Study-2415210.php","1"
"hedonometer.org","http://www.usnews.com/news/articles/2011/12/20/twitter-world-is-getting-more-miserable","1"
"hedonometer.org","http://www.sltrib.com/sltrib/world/53163100-68/happiness-twitter-messages-billion.html.csp","0"
"hedonometer.org","http://www.sciencemag.org/content/334/6054/307.full","3"
"hedonometer.org","http://www.sciencemag.org/content/333/6051/1814.full","3"
"Languages are biased happy","http://mentalfloss.com/article/31974/25-happiest-words-english","0"
"Happiness is Assortative","http://www.huffingtonpost.co.uk/dr-raj-persaud/twitter-secret-of-happiness_b_1961188.html","1"
"hedonometer.org","http://www.wired.com/wiredscience/2012/01/the-sentiments-of-cities/","0"
"hedonometer.org","http://blogs.villagevoice.com/runninscared/2011/12/happiness_is_down_twitter.php","0"
"hedonometer.org","http://blogs.plos.org/everyone/2011/12/07/tweet-for-the-sake-of-science/","0"
"hedonometer.org","http://www.webmd.com/balance/news/20111222/study-happiness-has-declined-among-twitter-users-recent-years","0"
"hedonometer.org","http://abcnews.go.com/blogs/health/2011/12/21/is-happiness-declining-twitter-analysis-says-it-is/","0"
"hedonometer.org","http://www.huffingtonpost.com/2011/12/21/happiness-is-down-twitter-study_n_1162644.html","0"
"Languages are biased happy","http://www.wired.com/wiredscience/2011/08/english-positivity/","1"
"Songs, Blogs, and Presidents","http://www.psmag.com/media/song-lyrics-twitter-help-chart-public-mood-26787/","0"
"Songs, Blogs, and Presidents","http://www.nytimes.com/2009/08/04/health/04mind.html?ref=science","3"
"Songs, Blogs, and Presidents","http://www.sciencemag.org/content/325/5941/r-samples.full","1"
"Songs, Blogs, and Presidents","http://www.sfgate.com/business/article/Web-offering-more-gauges-about-happiness-3289579.php","0"
"hedonometer.org","http://www.bostonglobe.com/lifestyle/health-wellness/2011/12/22/twitter-valid-tool-for-measuring-happiness/clb7o4KqDOXPZyqSQ4muIN/story.html","0"
"Songs, Blogs, and Presidents","http://www.guardian.co.uk/technology/2009/aug/23/happy-mondays-twitter-blogs","0"
"Songs, Blogs, and Presidents","http://www.time.com/time/magazine/article/0,9171,1916304,00.html","0"
"Songs, Blogs, and Presidents","http://www.nzherald.co.nz/blogging/news/article.cfm?c_id=1501095&objectid=10592757","0"
"Songs, Blogs, and Presidents","http://www.nydailynews.com/news/money/scientists-analyze-twitter-blogs-learn-happy-people-article-1.393947","0"
"Songs, Blogs, and Presidents","http://www.latercera.com/contenido/741_173763_9.shtml","0"
"Songs, Blogs, and Presidents","http://www.abc.net.au/science/articles/2009/08/03/2644563.htm","0"
"Songs, Blogs, and Presidents","http://www.reuters.com/article/2009/07/29/us-happiness-blogs-idUSTRE56S0TQ20090729","0"
"Songs, Blogs, and Presidents","http://bits.blogs.nytimes.com/2009/08/11/using-twitter-as-a-collective-mood-ring/?apage=1","2"
"Songs, Blogs, and Presidents","http://news.sciencemag.org/social-sciences/2009/08/how-happy-internet","2"
"hedonometer.org","http://schott.blogs.nytimes.com/2009/08/12/hedonometer/","1"
"Songs, Blogs, and Presidents","http://blogs.discovermagazine.com/80beats/2009/08/04/pop-music-blogs-as-indicators-of-gross-national-happiness/","0"
"Songs, Blogs, and Presidents","http://thechart.blogs.cnn.com/2009/08/24/how-do-we-find-lifes-benchmark/","0"
"Songs, Blogs, and Presidents","http://www.wired.co.uk/news/archive/2009-08/03/taking-the-pulse-of-twitter.aspx","1"
"Songs, Blogs, and Presidents","http://languagelog.ldc.upenn.edu/nll/?p=1650","0"
"Songs, Blogs, and Presidents","http://chronicle.com/blogs/wiredcampus/think-youre-happy-song-lyrics-may-have-the-answer/7502","1"
"Songs, Blogs, and Presidents","http://www.scientificamerican.com/blog/post.cfm?id=measuring-emotion-in-cyberspace-jac-2009-07-28","1"
"Languages are biased happy","http://www.uvm.edu/~uvmpr/?Page=news&storyID=13040","1"
"hedonometer.org","http://www.uvm.edu/~uvmpr/?Page=news&storyID=12986","0"
"hedonometer.org","http://www.7dvt.com/2011twitter-happiness","1"
"Songs, Blogs, and Presidents","http://www.bates.edu/magazine/recent-favorites/su-2010-danfort/","1"
"Songs, Blogs, and Presidents","http://www.uvm.edu/~uvmpr/?Page=News&storyID=14590","1"
"hedonometer.org","http://www.huffingtonpost.co.uk/2013/04/30/the-hedonometer-happiness-index_n_3185142.html","0"
"hedonometer.org","http://www.burlingtonfreepress.com/article/20130430/NEWS02/304300012/How-happy-are-we-UVM-hedonometer-goes-public","0"
"The Geography of Happiness","http://ivn.us/social-ballot/2013/06/04/mapping-happiness-on-twitter-where-does-your-state-rank/","0"
"hedonometer.org","http://www.scienceomega.com/article/1055/hedonometer-measures-global-happiness-via-tweets","0"
"hedonometer.org","http://news.msn.com/science-technology/boston-marathon-bombing-saddest-day-in-5-years-on-twitter","0"
"hedonometer.org","http://www.pcmag.com/article2/0,2817,2418394,00.asp","0"
"hedonometer.org","http://frenchtribune.com/teneur/1317829-scientists-uvm-calculate-global-happiness-levels-using-hedonometer","0"
"hedonometer.org","http://www.upi.com/Science_News/Technology/2013/05/05/Boston-Marathon-bombing-unhappiest-day-Christmas-happiest-day/UPI-92261367803245/","0"
"hedonometer.org","http://www.everydayhealth.com/emotional-health/how-are-you-feeling-today-the-hedonometer-may-have-the-answer-2650.aspx","0"
"hedonometer.org","http://www.gizmag.com/hedonometer-happiness-index/27394/","0"
"hedonometer.org","http://www.daynews.com/latest-news/2013/05/happiness-sensor-measures-mood-via-tweets-19774","0"
"hedonometer.org","http://www.eejournal.com/archives/fresh-bytes/hedonometer-reads-tweets-to-gauge-social-happiness/","0"
"hedonometer.org","http://abcnews.go.com/Technology/twitter-study-measures-day-day-happiness-years/story?id=19133727","1"
"hedonometer.org","http://seniorplanet.org/how-happy-are-we-ask-the-hedonometer/","0"
"The Geography of Happiness","http://geocurrents.info/cultural-geography/the-geography-of-happiness-according-to-twitter","0"
"Human Mobility and Happiness on Twitter","http://www.today.com/travel/do-well-needed-vacations-actually-bum-us-out-1C9846532","0"
"The Geography of Happiness","http://www.policymic.com/articles/46043/a-fascinating-map-of-where-the-happiest-people-live","0"
"The Geography of Happiness","http://www.huffingtonpost.com/2013/08/02/happiest-states-_n_3696160.html?utm_hp_ref=tw","0"
"The Geography of Happiness","http://www.dailymail.co.uk/news/article-2384982/Twitter-updates-used-rank-happiest-saddest-US-states.html","0"
"The Geography of Happiness","http://io9.com/the-happiest-places-in-america-1031764832","0"
"The Geography of Happiness","http://www.independent.com/news/2013/aug/15/sweet-tweet-balance-sheet/","0"
"hedonometer.org","http://www.bbc.co.uk/news/technology-23253949","2"
"Atmosphere Hanging on a Wall","http://blogs.scientificamerican.com/roots-of-unity/2013/08/25/breathtaking-video-of-the-weather/","0"
"hedonometer.org","http://www.scidev.net/global/data/news/un-initiative-mines-big-data-to-direct-development.html","0"
